Nome Controladora;Código Operadora;Nome Operadora;Nome Garagem;Data Operação;Código Interno Linha;Nome Linha;Código Externo Linha;Num Terminal;Passageiros;Catraca Pendente;KM Percorrido;Inteiras;Valor Inteiras;Quant VT Papel;Valor VT Papel;Gratuidade;Estudantes;Valor Estudantes;VT;Valor VT;VT Integração;Valor VT Integração;Passagens;Valor Passagens;Passagens Integração;Valor Passagens Integração;Viagem Programada;Viagem Realizada;EStudantes Integração;Valor Estudantes Integração;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;78;PEDRA FERRADA / TERMINAL CENTRAL - VIA BRACO FORTE;083;2;211;0;134,328;17;93,5;0;0;51;39;97,5;74;381,1;11;0;15;77,25;2;0;0;0;2;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;79;PEDRA FERRADA / TERMINAL CENTRAL - VIA CALDEIRAO;084;0;0;0;19,284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;79;PEDRA FERRADA / TERMINAL CENTRAL - VIA CALDEIRAO;084;1;336;0;140,474;68;374;0;0;72;39;97,5;114;587,1;0;0;43;221,45;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;79;PEDRA FERRADA / TERMINAL CENTRAL - VIA CALDEIRAO;084;2;159;0;135,308;18;99;0;0;31;43;107,5;29;149,35;11;0;18;92,7;4;0;0;0;5;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;82;TERMINAL NORTE / TERMINAL CENTRAL VIA M QUITERIA;087;0;0;0;34,778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;82;TERMINAL NORTE / TERMINAL CENTRAL VIA M QUITERIA;087;1;784;0;172,173;75;412,5;0;0;129;295;737,5;231;1189,65;2;0;52;267,8;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;82;TERMINAL NORTE / TERMINAL CENTRAL VIA M QUITERIA;087;2;499;0;193,856;38;209;0;0;91;166;415;74;381,1;52;0;17;87,55;11;0;0;0;50;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;83;UEFS - VIA SOBRADINHO;088;0;0;0;13,361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;83;UEFS - VIA SOBRADINHO;088;1;296;0;104,83;20;110;0;0;44;140;350;70;360,5;1;0;19;97,85;2;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;83;UEFS - VIA SOBRADINHO;088;2;162;0;134,393;7;38,5;0;0;17;76;190;22;113,3;11;0;4;20,6;3;0;0;0;22;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;239;CORREDOR ZEREZIN/TAPERA VIA TERMINAL AYRTON SENNA;097;0;0;0;21,354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;239;CORREDOR ZEREZIN/TAPERA VIA TERMINAL AYRTON SENNA;097;1;125;0;95,699;20;110;0;0;30;14;35;49;252,35;0;0;11;56,65;0;0;0;0;1;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;239;CORREDOR ZEREZIN/TAPERA VIA TERMINAL AYRTON SENNA;097;2;71;0;52,723;9;49,5;0;0;16;1;2,5;25;128,75;12;0;5;25,75;3;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;85;MANTIBA / PARQUE IPE / TERMINAL NORTE;098;0;0;0;24,793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;85;MANTIBA / PARQUE IPE / TERMINAL NORTE;098;1;37;0;44,369;5;27,5;0;0;6;5;12,5;13;66,95;0;0;8;41,2;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;85;MANTIBA / PARQUE IPE / TERMINAL NORTE;098;2;26;0;47,629;2;11;0;0;3;2;5;11;56,65;7;0;0;0;1;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;236;CANDEAL II VIA MATINHA;099;0;0;0;17,718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;236;CANDEAL II VIA MATINHA;099;1;109;0;51,046;13;71,5;0;0;13;9;22,5;52;267,8;0;0;22;113,3;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;236;CANDEAL II VIA MATINHA;099;2;18;0;18,979;1;5,5;0;0;3;0;0;3;15,45;6;0;0;0;4;0;0;0;1;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;221;FEIRA VI / MARIA QUITÉRIA VIA PONTO DA ZIG;104;0;0;0;40,336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;221;FEIRA VI / MARIA QUITÉRIA VIA PONTO DA ZIG;104;1;139;0;89,075;14;77;0;0;48;23;57,5;45;231,75;1;0;8;41,2;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;221;FEIRA VI / MARIA QUITÉRIA VIA PONTO DA ZIG;104;2;24;0;32,511;2;11;0;0;7;5;12,5;2;10,3;2;0;1;5,15;3;0;0;0;2;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;90;ROCINHA / AV. GETULIO VARGAS / TERMINAL CENTRAL;106;1;315;0;84,097;23;126,5;0;0;95;53;132,5;121;623,15;3;0;19;97,85;0;0;0;0;1;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;90;ROCINHA / AV. GETULIO VARGAS / TERMINAL CENTRAL;106;2;109;0;51,814;8;44;0;0;35;10;25;24;123,6;17;0;8;41,2;3;0;0;0;4;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;135;CONDER / JARDIM EUROPA / AV. MARIA QUITERIA;108A;0;0;0;60,401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;135;CONDER / JARDIM EUROPA / AV. MARIA QUITERIA;108A;1;431;0;125,636;50;275;0;0;70;92;230;172;885,8;0;0;47;242,05;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;135;CONDER / JARDIM EUROPA / AV. MARIA QUITERIA;108A;2;166;0;97,577;18;99;0;0;30;25;62,5;44;226,6;39;0;4;20,6;2;0;0;0;4;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;109;GEORGE AMERICO / NORDESTINO;109;0;0;0;21,216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;109;GEORGE AMERICO / NORDESTINO;109;1;225;0;60,185;15;82,5;0;0;72;16;40;100;515;0;0;22;113,3;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;109;GEORGE AMERICO / NORDESTINO;109;2;234;0;85,093;20;110;0;0;69;11;27,5;68;350,2;38;0;14;72,1;11;0;0;0;3;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;94;CONDER/ AV IGUATEMI / T.NORTE;111;0;0;0;31,451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;94;CONDER/ AV IGUATEMI / T.NORTE;111;1;161;0;112,259;20;110;0;0;25;53;132,5;44;226,6;1;0;18;92,7;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;94;CONDER/ AV IGUATEMI / T.NORTE;111;2;94;0;102,632;8;44;0;0;22;25;62,5;22;113,3;11;0;2;10,3;1;0;0;0;3;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;212;CONJUNTO JOSE RONALDO/PRAÇA DO NORDESTINO;112;0;0;0;7,364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;212;CONJUNTO JOSE RONALDO/PRAÇA DO NORDESTINO;112;1;291;0;107,654;22;121;0;0;83;37;92,5;112;576,8;1;0;36;185,4;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;212;CONJUNTO JOSE RONALDO/PRAÇA DO NORDESTINO;112;2;248;0;79,576;13;71,5;0;0;53;19;47,5;94;484,1;39;0;16;82,4;8;0;0;0;6;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;95;SOLAR DA PRINCESA / GABRIELA;114;0;0;0;30,138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;95;SOLAR DA PRINCESA / GABRIELA;114;1;322;0;33,828;24;132;0;0;43;56;140;165;849,75;0;0;34;175,1;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;95;SOLAR DA PRINCESA / GABRIELA;114;2;11;0;29,141;0;0;0;0;3;1;2,5;2;10,3;5;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;96;COND. ASA BRANCA VIA SITIO NOVO;115;0;0;0;37,769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;96;COND. ASA BRANCA VIA SITIO NOVO;115;1;638;0;135,326;76;418;0;0;134;106;265;259;1333,85;2;0;61;314,15;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;96;COND. ASA BRANCA VIA SITIO NOVO;115;2;124;0;120,793;14;77;0;0;18;19;47,5;42;216,3;19;0;5;25,75;5;0;0;0;2;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;139;COND. ASA BRANCA VIA PAMPALONA;115A;0;0;0;30,327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;139;COND. ASA BRANCA VIA PAMPALONA;115A;1;1161;0;232,456;181;995,5;0;0;289;129;322,5;458;2358,7;3;0;99;509,85;0;0;0;0;2;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;139;COND. ASA BRANCA VIA PAMPALONA;115A;2;292;0;234,222;25;137,5;0;0;70;78;195;65;334,75;35;0;8;41,2;8;0;0;0;3;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;349;COND. ASA BRANCA / SITIO NOVO / PAMPALONA;115B;0;0;0;27,561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;349;COND. ASA BRANCA / SITIO NOVO / PAMPALONA;115B;1;3;0;26,721;0;0;0;0;1;0;0;1;5,15;0;0;1;5,15;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;349;COND. ASA BRANCA / SITIO NOVO / PAMPALONA;115B;2;15;0;45,163;3;16,5;0;0;3;2;5;6;30,9;0;0;1;5,15;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;365;ASA BRANCA / BRACO FORTE / CETEP;115C;0;0;0;14,764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;365;ASA BRANCA / BRACO FORTE / CETEP;115C;1;291;0;40,397;35;192,5;0;0;20;68;170;137;705,55;0;0;31;159,65;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;365;ASA BRANCA / BRACO FORTE / CETEP;115C;2;45;0;14,954;6;33;0;0;10;19;47,5;7;36,05;3;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;98;JOAO PAULO II / ALTO DO PAPAGAIO / TERMINAL NORTE;119;0;0;0;12,143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;98;JOAO PAULO II / ALTO DO PAPAGAIO / TERMINAL NORTE;119;1;41;0;30,387;0;0;0;0;9;10;25;20;103;0;0;2;10,3;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;98;JOAO PAULO II / ALTO DO PAPAGAIO / TERMINAL NORTE;119;2;25;0;32,183;1;5,5;0;0;2;2;5;6;30,9;7;0;3;15,45;3;0;0;0;1;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;102;SAO JOSE / FAZ. MORRO / TERMINAL CENTRAL;123;0;0;0;6,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;102;SAO JOSE / FAZ. MORRO / TERMINAL CENTRAL;123;1;79;0;26,564;11;60,5;0;0;5;4;10;41;211,15;0;0;18;92,7;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;102;SAO JOSE / FAZ. MORRO / TERMINAL CENTRAL;123;2;20;0;48,766;4;22;0;0;13;0;0;2;10,3;1;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;142;FAZ. MORRO VIA OVO DA EMA / UEFS;123A;0;0;0;13,553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;142;FAZ. MORRO VIA OVO DA EMA / UEFS;123A;1;184;0;128,962;40;220;0;0;52;45;112,5;37;190,55;1;0;9;46,35;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;142;FAZ. MORRO VIA OVO DA EMA / UEFS;123A;2;111;0;114,754;28;154;0;0;23;5;12,5;29;149,35;10;0;5;25,75;4;0;0;0;7;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;350;SÃO JOSÉ /TERMINAL NORTE;123B;0;0;0;10,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;350;SÃO JOSÉ /TERMINAL NORTE;123B;1;3;0;23,908;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;350;SÃO JOSÉ /TERMINAL NORTE;123B;2;14;0;44,915;1;5,5;0;0;0;4;10;5;25,75;1;0;2;10,3;1;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;103;SANTA QUITERIA / ADELBA / NORDESTINO;124;1;156;0;107,199;21;115,5;0;0;43;21;52,5;55;283,25;0;0;16;82,4;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;103;SANTA QUITERIA / ADELBA / NORDESTINO;124;2;152;0;94,954;16;88;0;0;38;16;40;32;164,8;24;0;9;46,35;8;0;0;0;9;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;143;SANTA QUITERIA VIA ADELBA / T. CENTRAL;124A;0;0;0;1,117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;143;SANTA QUITERIA VIA ADELBA / T. CENTRAL;124A;1;26;0;17,172;0;0;0;0;0;12;30;13;66,95;0;0;1;5,15;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;143;SANTA QUITERIA VIA ADELBA / T. CENTRAL;124A;2;7;0;20,859;1;5,5;0;0;0;1;2,5;4;20,6;0;0;1;5,15;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;351;SANTA QUITERIA VIA ADELBA / SALGADA;124B;0;0;0;29,474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;351;SANTA QUITERIA VIA ADELBA / SALGADA;124B;1;159;0;150,449;24;132;0;0;29;14;35;68;350,2;0;0;24;123,6;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;351;SANTA QUITERIA VIA ADELBA / SALGADA;124B;2;141;0;74,24;15;82,5;0;0;30;10;25;43;221,45;28;0;8;41,2;4;0;0;0;3;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;304;TIQUARUÇU VIA TERMINAL CENTRAL;127;0;0;0;20,093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;304;TIQUARUÇU VIA TERMINAL CENTRAL;127;1;185;0;97,964;31;170,5;0;0;21;11;27,5;92;473,8;1;0;28;144,2;1;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;304;TIQUARUÇU VIA TERMINAL CENTRAL;127;2;13;0;38,022;3;16,5;0;0;4;0;0;3;15,45;0;0;1;5,15;2;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;352;TIQUARUÇU / SOCORRO VIA BOA VISTA / VIA UEFS;127A;1;117;0;132,299;24;132;0;0;24;16;40;42;216,3;0;0;11;56,65;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;352;TIQUARUÇU / SOCORRO VIA BOA VISTA / VIA UEFS;127A;2;125;0;100,307;46;253;0;0;26;7;17,5;20;103;4;0;13;66,95;2;0;0;0;7;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;249;PANHA MANGABEIRA/TOMBA;20000;1;21;0;74,316;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;253;PANHA SOBRADINHO;21000;1;32;0;63,732;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;254;PANHA TERMINAL CENTRAL;22000;1;6;0;22,718;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;377;LEVA GERAL;23000;1;6;0;14,738;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;377;LEVA GERAL;23000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;280;SÃO JOSÉ - CARRO QUEBRAQDO  / UEFS;50A;0;0;0;13,441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
 ;19;EMPRESA DE ONIBUS ROSA LTDA;PORTO DA VITORIA;19/09/2025;280;SÃO JOSÉ - CARRO QUEBRAQDO  / UEFS;50A;1;215;0;158,712;42;231;0;0;51;39;97,5;57;293,55;1;0;25;128,75;0;0;0;0;0;0;
